Ensembl Gene ID	Strand	Gene Start (bp)	Gene End (bp)	Gene Biotype	HGNC symbol	Chromosome Name
ENSG00000271468	1	39074459	39075302	pseudogene		14
ENSG00000215304	-1	32691157	32727434	processed_transcript		15
ENSG00000261275	1	56560817	56564978	lincRNA		7
ENSG00000258948	1	39196479	39197685	pseudogene	KRT8P1	14
ENSG00000266504	-1	43631076	43636436	pseudogene		17
ENSG00000072501	-1	53401070	53449677	protein_coding	SMC1A	X
ENSG00000171791	-1	60790579	60987361	protein_coding	BCL2	18
ENSG00000137288	-1	33662070	33679504	protein_coding	UQCC2	6
ENSG00000231504	-1	56569977	56570737	pseudogene	NMD3P2	7
ENSG00000264070	1	43663237	43664295	pseudogene	DND1P1	17
ENSG00000136327	-1	37049784	37051812	protein_coding	NKX2-8	14
ENSG00000007001	1	158733214	158992666	protein_coding	UPP2	2
ENSG00000263503	-1	43678235	43679706	pseudogene		17
ENSG00000129158	-1	17809595	18034709	protein_coding	SERGEF	11
ENSG00000169174	1	55505221	55530525	protein_coding	PCSK9	1
ENSG00000248333	-1	1570603	1590473	protein_coding	CDK11B	1
ENSG00000188883	-1	139137436	139168458	protein_coding	KLRG2	7
ENSG00000223740	-1	56593121	56593806	pseudogene		7
ENSG00000204652	1	43685909	43686349	pseudogene	RPS26P8	17
ENSG00000261279	-1	32698798	32727193	pseudogene	ULK4P1	15
ENSG00000138069	-1	65297835	65357240	protein_coding	RAB1A	2
ENSG00000233288	-1	56601923	56605823	lincRNA		7
ENSG00000243486	1	153599315	153658625	lincRNA		3
ENSG00000143416	-1	151336778	151345209	protein_coding	SELENBP1	1
ENSG00000224947	1	56626914	56627651	pseudogene	VN1R25P	7
ENSG00000201398	-1	153725156	153725291	snoRNA		3
ENSG00000240068	1	153741624	153742087	pseudogene	RPL21P42	3
ENSG00000213650	-1	56635599	56636551	pseudogene		7
ENSG00000204650	1	43697694	43725582	pseudogene	CRHR1-IT1	17
ENSG00000171772	-1	135367404	135382876	protein_coding	SYCE1	10
ENSG00000213886	-1	29523292	29527702	protein_coding	UBD	6
ENSG00000162814	1	217804666	218045038	protein_coding	SPATA17	1
ENSG00000234716	1	56645541	56646559	pseudogene		7
ENSG00000198807	1	37126773	37148920	protein_coding	PAX9	14
ENSG00000153930	1	54188319	54589020	protein_coding	ANKFN1	17
ENSG00000213067	1	56665072	56666035	pseudogene		7
ENSG00000105173	1	30302805	30315215	protein_coding	CCNE1	19
ENSG00000264245	1	21477034	21477337	pseudogene		17
ENSG00000259070	-1	39218545	39417477	lincRNA	LINC00639	14
ENSG00000231152	-1	71353797	71354688	pseudogene	MTND2P15	10
ENSG00000271047	1	56671103	56671246	pseudogene		7
ENSG00000216100	1	21481084	21481171	miRNA		17
ENSG00000229909	-1	56699432	56700420	pseudogene	TRIM60P16	7
ENSG00000263375	1	21496060	21497446	pseudogene		17
ENSG00000265019	1	21536014	21544603	pseudogene	NCOR1P2	17
ENSG00000226794	-1	71355243	71356192	pseudogene	MTND1P20	10
ENSG00000171262	1	38746328	38779911	protein_coding	FAM98B	15
ENSG00000145349	-1	114372188	114683083	protein_coding	CAMK2D	4
ENSG00000221829	-1	35073832	35080013	protein_coding	FANCG	9
ENSG00000182463	1	51588946	52111869	protein_coding	TSHZ2	20
ENSG00000171596	-1	232387871	232395206	protein_coding	NMUR1	2
ENSG00000185753	-1	40488285	40506819	protein_coding	CXorf38	X
ENSG00000176358	-1	47915671	47925379	protein_coding	TAC4	17
ENSG00000265233	1	21549811	21549979	pseudogene		17
ENSG00000119537	-1	60994959	61034743	protein_coding	KDSR	18
ENSG00000264617	-1	21560548	21562330	pseudogene		17
ENSG00000165899	1	80603233	80772870	protein_coding	OTOGL	12
ENSG00000083817	-1	58082934	58090295	protein_coding	ZNF416	19
ENSG00000263725	1	21747827	21748211	pseudogene	FTLP13	17
ENSG00000269490	-1	33663196	33663474	protein_coding		6
ENSG00000177673	1	232457575	232458994	protein_coding	C2orf57	2
ENSG00000269363	-1	232571517	232571621	protein_coding		2
ENSG00000161896	-1	33689444	33714762	protein_coding	IP6K3	6
ENSG00000138152	1	124030821	124097677	protein_coding	BTBD16	10
ENSG00000206987	-1	32718489	32718621	snoRNA		15
ENSG00000164082	1	51741086	51752629	protein_coding	GRM2	3
ENSG00000261708	1	32728704	32731968	pseudogene	DNM1P32	15
ENSG00000166482	-1	19286755	19290553	protein_coding	MFAP4	17
ENSG00000221318	-1	32737916	32737998	miRNA		15
ENSG00000243088	-1	32738879	32739157	misc_RNA	RN7SL539P	15
ENSG00000171649	1	58089824	58105145	protein_coding	ZIK1	19
ENSG00000270789	-1	32753867	32754010	pseudogene		15
ENSG00000273356	1	50707420	50709479	lincRNA		3
ENSG00000261375	-1	32781468	32783787	pseudogene		15
ENSG00000233448	1	76669261	76673093	pseudogene	PMS2P9	7
ENSG00000201959	1	76670964	76671065	misc_RNA		7
ENSG00000272543	1	50712511	50712594	miRNA	MIR4787	3
ENSG00000095110	-1	114392437	114430617	protein_coding	NXPE1	11
ENSG00000067533	1	218458629	218511325	protein_coding	RRP15	1
ENSG00000259628	1	76673038	76827943	processed_transcript		7
ENSG00000227164	1	52105495	52106164	protein_coding		20
ENSG00000228337	-1	50722982	50723222	pseudogene		3
ENSG00000172653	-1	34181955	34195895	protein_coding	C17orf66	17
ENSG00000213587	-1	50756913	50757382	pseudogene		3
ENSG00000205482	-1	76682095	76688757	pseudogene		7
ENSG00000235278	-1	50824105	50825716	pseudogene	ZNF652P1	3
ENSG00000134313	-1	8865408	8977760	protein_coding	KIDINS220	2
ENSG00000141522	-1	79825597	79829282	protein_coding	ARHGDIA	17
ENSG00000240959	-1	50914143	50915088	pseudogene	ST13P14	3
ENSG00000187514	1	232571605	232578251	protein_coding	PTMA	2
ENSG00000110987	1	122457328	122499948	protein_coding	BCL7A	12
ENSG00000124429	-1	84532402	84634748	protein_coding	POF1B	X
ENSG00000171940	-1	52183604	52226446	protein_coding	ZNF217	20
ENSG00000270692	1	51469985	51470468	pseudogene		3
ENSG00000170782	1	6897856	6898850	protein_coding	OR10A4	11
ENSG00000114541	-1	69219141	69591734	protein_coding	FRMD4B	3
ENSG00000221015	-1	51645454	51645578	snRNA	RNU6ATAC29P	3
ENSG00000201595	-1	51728481	51728598	rRNA	RNA5SP132	3
ENSG00000263609	-1	21760934	21792968	lincRNA		17
ENSG00000238480	1	122469219	122469322	snoRNA		3
ENSG00000273033	1	122605788	122611243	lincRNA		3
ENSG00000224792	1	51851619	51853651	pseudogene		3
ENSG00000166368	-1	6912721	6913830	protein_coding	OR2D2	11
ENSG00000106633	-1	44183872	44237769	protein_coding	GCK	7
ENSG00000221211	-1	122645843	122645968	miRNA		3
ENSG00000273454	1	122996200	122996751	lincRNA		3
ENSG00000264956	1	21793031	21814739	lincRNA		17
ENSG00000272678	1	123002440	123002830	antisense		3
ENSG00000243069	-1	153742190	153839121	processed_transcript	ARHGEF26-AS1	3
ENSG00000266691	-1	21804473	21805895	pseudogene		17
ENSG00000214686	-1	51812580	51813009	protein_coding	IQCF6	3
ENSG00000178358	1	6942205	6943264	protein_coding	OR2D3	11
ENSG00000239523	1	123304389	123363415	antisense	MYLK-AS1	3
ENSG00000222770	-1	21821899	21821986	miRNA		17
ENSG00000124659	-1	42712219	42714558	protein_coding	TBCC	6
ENSG00000178130	1	21825297	21826499	lincRNA	FAM27L	17
ENSG00000183647	1	58111253	58124090	protein_coding	ZNF530	19
ENSG00000264811	-1	21825740	21826073	pseudogene		17
ENSG00000265567	-1	21827939	21828263	pseudogene		17
ENSG00000250174	1	123408491	123411254	antisense	MYLK-AS2	3
ENSG00000140105	-1	100800125	100843142	protein_coding	WARS	14
ENSG00000090339	1	10381511	10397291	protein_coding	ICAM1	19
ENSG00000229972	1	51851620	51864876	protein_coding	IQCF3	3
ENSG00000273123	1	123434698	123435246	antisense		3
ENSG00000180182	-1	40507558	40595110	protein_coding	MED14	X
ENSG00000188613	1	120789228	120793854	protein_coding	NANOS1	10
ENSG00000207002	1	123532924	123533054	snoRNA		3
ENSG00000238512	-1	123780841	123780931	miRNA		3
ENSG00000137634	-1	114441313	114466484	protein_coding	NXPE4	11
ENSG00000266383	1	123851776	123851872	miRNA	MIR5002	3
ENSG00000240622	-1	123870807	123871910	pseudogene	RPL7P15	3
ENSG00000138073	-1	27353624	27357543	protein_coding	PREB	2
ENSG00000254912	-1	32786204	32792547	pseudogene		15
ENSG00000112624	1	42749765	42836298	protein_coding	GLTSCR1L	6
ENSG00000133639	-1	92536286	92539673	protein_coding	BTG1	12
ENSG00000252751	1	124126538	124126630	snRNA	RNU6-143P	3
ENSG00000149054	1	6947635	7005863	protein_coding	ZNF215	11
ENSG00000263775	-1	124415785	124415883	miRNA		3
ENSG00000167965	1	2254249	2259417	protein_coding	MLST8	16
ENSG00000119541	-1	61056423	61089716	protein_coding	VPS4B	18
ENSG00000264562	-1	21832277	21832619	pseudogene		17
ENSG00000213762	1	58125601	58134724	protein_coding	ZNF134	19
ENSG00000092969	1	218519577	218617961	protein_coding	TGFB2	1
ENSG00000266806	1	21858203	21859016	pseudogene		17
ENSG00000223509	-1	32812049	32829127	pseudogene		15
ENSG00000263715	1	43699274	43893909	processed_transcript		17
ENSG00000265547	-1	43809069	43810343	lincRNA		17
ENSG00000089225	-1	114791736	114846247	protein_coding	TBX5	12
ENSG00000105176	1	30414551	30506611	protein_coding	URI1	19
ENSG00000265964	-1	43810719	43812035	lincRNA		17
ENSG00000075618	1	5632439	5646286	protein_coding	FSCN1	7
ENSG00000143977	-1	70508494	70520903	protein_coding	SNRPG	2
ENSG00000264589	-1	43921017	43972966	antisense	MAPT-AS1	17
ENSG00000261064	1	32828248	32879814	lincRNA		15
ENSG00000251139	1	185734773	185742443	protein_coding		4
ENSG00000234038	1	32885854	32886380	pseudogene		15
ENSG00000180987	-1	32890499	32891012	pseudogene		15
ENSG00000242480	1	32894330	32894608	misc_RNA	RN7SL286P	15
ENSG00000163541	-1	84650647	84687169	protein_coding	SUCLG1	2
ENSG00000187821	1	185939995	185941958	protein_coding	HELT	4
ENSG00000161904	-1	33738979	33756913	protein_coding	LEMD2	6
ENSG00000204361	1	114549108	114579362	protein_coding	NXPE2	11
ENSG00000083123	1	80816364	81055987	protein_coding	BCKDHB	6
ENSG00000112759	1	44187242	44201888	protein_coding	SLC29A1	6
ENSG00000087074	1	49375649	49379314	protein_coding	PPP1R15A	19
ENSG00000185028	1	191626	195468	protein_coding	LRRC14B	5
ENSG00000236279	1	139208602	139229730	protein_coding	CLEC2L	7
ENSG00000105371	1	10397643	10399198	protein_coding	ICAM4	19
ENSG00000145217	-1	972861	987228	protein_coding	SLC26A1	4
ENSG00000121417	1	58141761	58154147	protein_coding	ZNF211	19
ENSG00000172717	1	67656110	67695267	protein_coding	FAM71D	14
ENSG00000146223	1	42847356	42857663	protein_coding	RPL7L1	6
ENSG00000213337	-1	97502348	97523832	protein_coding	ANKRD39	2
ENSG00000257837	-1	82898990	82899967	lincRNA		12
ENSG00000149050	-1	7020549	7041599	protein_coding	ZNF214	11
ENSG00000162402	-1	55532032	55680786	protein_coding	USP24	1
ENSG00000257431	1	82906456	82909596	lincRNA		12
ENSG00000189157	1	77135193	77204933	protein_coding	FAM47E	4
ENSG00000151729	1	186064395	186071536	protein_coding	SLC25A4	4
ENSG00000252220	1	83415669	83415771	snRNA	RNU6-977P	12
ENSG00000064787	-1	52553316	52687304	protein_coding	BCAS1	20
ENSG00000260391	1	124442635	124445172	sense_overlapping		3
ENSG00000213270	1	83545110	83545969	pseudogene	RPL6P25	12
ENSG00000265981	1	124451286	124451363	miRNA	MIR544B	3
ENSG00000258338	1	83565369	83566519	lincRNA		12
ENSG00000242199	-1	124452265	124452601	pseudogene		3
ENSG00000257124	-1	84054788	84055498	lincRNA		12
ENSG00000272947	1	124467422	124468120	lincRNA		3
ENSG00000258680	1	39304593	39304992	pseudogene		14
ENSG00000180228	-1	179296141	179316239	protein_coding	PRKRA	2
ENSG00000163815	1	45043040	45077563	protein_coding	CLEC3B	3
ENSG00000167850	-1	72537247	72542282	protein_coding	CD300C	17
ENSG00000270713	-1	39442603	39443289	pseudogene		14
ENSG00000199285	1	39456485	39456587	misc_RNA		14
ENSG00000259121	1	39560105	39560305	pseudogene		14
ENSG00000221148	-1	84577103	84577227	snoRNA		12
ENSG00000258651	1	39572344	39573016	lincRNA		14
ENSG00000104804	-1	49384222	49401990	protein_coding	TULP2	19
ENSG00000257729	1	84665119	84688341	lincRNA		12
ENSG00000160201	-1	44513066	44527697	protein_coding	U2AF1	21
ENSG00000233340	-1	114431571	114437578	antisense		10
ENSG00000260917	1	114583249	114587485	sense_overlapping		10
ENSG00000225292	1	114648494	114665870	sense_intronic		10
ENSG00000158077	1	7041677	7092539	protein_coding	NLRP14	11
ENSG00000204345	-1	72575504	72588422	protein_coding	CD300LD	17
ENSG00000172575	-1	38780304	38857776	protein_coding	RASGRP1	15
ENSG00000156973	-1	232597135	232650982	protein_coding	PDE6D	2
ENSG00000233547	-1	114710405	114711634	antisense		10
ENSG00000227560	1	114747235	114747624	pseudogene		10
ENSG00000238380	1	115113184	115113243	snRNA	RNU7-165P	10
ENSG00000230018	1	115242375	115242872	pseudogene		10
ENSG00000164323	-1	186080819	186130658	protein_coding	KIAA1430	4
ENSG00000258358	-1	84842404	84843657	pseudogene		12
ENSG00000234393	-1	115470440	115479091	antisense		10
ENSG00000141279	1	45600308	45700642	protein_coding	NPEPPS	17
ENSG00000102539	1	49794474	49796513	protein_coding	MLNR	13
ENSG00000228303	-1	56706636	56718389	pseudogene		7
ENSG00000165282	-1	35088685	35096591	protein_coding	PIGO	9
ENSG00000212589	1	115580218	115580349	snoRNA		10
ENSG00000257296	1	85065377	85065805	pseudogene		12
ENSG00000110717	1	67798084	67804111	protein_coding	NDUFS8	11
ENSG00000253066	1	115871173	115871276	snRNA	RNU6-709P	10
ENSG00000064393	-1	139246316	139477577	protein_coding	HIPK2	7
ENSG00000156873	1	30759591	30772490	protein_coding	PHKG2	16
ENSG00000226582	1	115876906	115877310	pseudogene	UBE2V1P5	10
ENSG00000228208	1	218683438	218699320	protein_coding	C1orf143	1
ENSG00000271922	1	154047505	154047608	snoRNA		3
ENSG00000206075	1	61143994	61172318	protein_coding	SERPINB5	18
ENSG00000233437	-1	56943078	56949839	pseudogene		7
ENSG00000240048	-1	154069925	154072588	pseudogene	DDX50P2	3
ENSG00000183032	-1	37147636	37642071	protein_coding	SLC25A21	14
ENSG00000238742	-1	115933864	115933938	miRNA	MIR2110	10
ENSG00000170759	-1	32297938	32345359	protein_coding	KIF5B	10
ENSG00000225244	-1	57008048	57012060	pseudogene		7
ENSG00000243861	-1	154229324	154257098	lincRNA		3
ENSG00000230165	1	116005833	116006473	pseudogene		10
ENSG00000182352	1	72580818	72590348	protein_coding	C17orf77	17
ENSG00000100292	1	35776354	35790207	protein_coding	HMOX1	22
ENSG00000243154	-1	154369445	154370212	pseudogene		3
ENSG00000242151	1	154375083	154375352	pseudogene		3
ENSG00000182985	-1	115039938	115375675	protein_coding	CADM1	11
ENSG00000242912	-1	116183531	116183826	misc_RNA	RN7SL384P	10
ENSG00000240601	-1	154394377	154394908	pseudogene	RPL9P15	3
ENSG00000229668	-1	116261756	116262106	pseudogene		10
ENSG00000258073	-1	85333303	85333447	pseudogene		12
ENSG00000168476	-1	21995533	21999464	protein_coding	REEP4	8
ENSG00000243969	-1	154544805	154578806	lincRNA		3
ENSG00000125888	1	17674317	17716516	protein_coding	BANF2	20
ENSG00000153237	-1	159027593	159313265	protein_coding	CCDC148	2
ENSG00000011275	-1	5659678	5821370	protein_coding	RNF216	7
ENSG00000243953	-1	154687072	154688012	lincRNA		3
ENSG00000269916	1	85657322	85658235	lincRNA		12
ENSG00000170950	-1	49753366	49755053	protein_coding	PGK2	6
ENSG00000240666	-1	154876530	154901074	antisense	MME-AS1	3
ENSG00000238577	1	116416269	116416353	snoRNA		10
ENSG00000228169	-1	116449902	116450393	pseudogene	PPIAP19	10
ENSG00000117877	1	45909467	45914024	protein_coding	CD3EAP	19
ENSG00000260537	1	70333097	70400163	protein_coding		16
ENSG00000241336	1	154958734	154960933	lincRNA		3
ENSG00000237896	1	80804824	80828431	protein_coding		7
ENSG00000112365	-1	109783797	109804440	protein_coding	ZBTB24	6
ENSG00000167994	-1	61664773	61687741	protein_coding	RAB3IL1	11
ENSG00000186407	-1	72606026	72619897	protein_coding	CD300E	17
ENSG00000143353	1	219347186	219386207	protein_coding	LYPLAL1	1
ENSG00000112679	1	291630	351355	protein_coding	DUSP22	6
ENSG00000145191	1	183852826	184402546	protein_coding	EIF2B5	3
ENSG00000092377	1	6778727	6959724	protein_coding	TBL1Y	Y
ENSG00000102543	1	49822047	49867618	protein_coding	CDADC1	13
ENSG00000240045	-1	155008018	155011564	lincRNA		3
ENSG00000242790	1	155008977	155011965	lincRNA		3
ENSG00000111605	1	69633317	69668138	protein_coding	CPSF6	12
ENSG00000239443	-1	155027216	155027596	pseudogene	PABPC1P10	3
ENSG00000248772	-1	155093472	155093579	pseudogene		3
ENSG00000070501	1	42195972	42229326	protein_coding	POLB	8
ENSG00000243518	-1	155119118	155121188	pseudogene		3
ENSG00000242152	-1	155149018	155151187	pseudogene		3
ENSG00000266172	-1	21904124	21904694	pseudogene		17
ENSG00000166634	1	61223393	61234244	protein_coding	SERPINB12	18
ENSG00000258815	1	85711838	85736690	lincRNA		12
ENSG00000257855	1	85961656	85962017	pseudogene		12
ENSG00000124812	-1	49801970	49844809	protein_coding	CRISP1	6
ENSG00000170748	1	7110165	7112379	protein_coding	RBMXL2	11
ENSG00000221405	1	32895488	32895570	miRNA		15
ENSG00000258064	1	72067984	72092748	protein_coding		12
ENSG00000158019	1	28112808	28561768	protein_coding	BRE	2
ENSG00000244952	1	32905934	32907312	lincRNA		15
ENSG00000151690	1	191273081	191373931	protein_coding	MFSD6	2
ENSG00000108813	1	48046334	48052321	protein_coding	DLX4	17
ENSG00000258591	1	39577546	39577911	pseudogene		14
ENSG00000241818	-1	32948285	32965266	antisense		15
ENSG00000241984	1	39625946	39627056	pseudogene	RPL7AP2	14
ENSG00000259721	-1	33009471	33011208	lincRNA		15
ENSG00000259083	-1	39644089	39645084	lincRNA		14
ENSG00000170743	1	7260009	7490273	protein_coding	SYT9	11
ENSG00000156697	1	129040097	129063737	protein_coding	UTP14A	X
ENSG00000104805	1	49403307	49426629	protein_coding	NUCB1	19
ENSG00000258671	1	39680985	39681459	pseudogene		14
ENSG00000259392	-1	33129184	33129527	pseudogene		15
ENSG00000270503	1	39684269	39685539	pseudogene		14
ENSG00000163814	-1	45123770	45187914	protein_coding	CDCP1	3
ENSG00000258940	-1	39734907	39736265	antisense		14
ENSG00000238342	1	33187401	33187502	snoRNA		15
ENSG00000139291	1	72079867	72097836	protein_coding	TMEM19	12
ENSG00000212415	1	33262928	33262992	snoRNA		15
ENSG00000259686	1	33304320	33305269	pseudogene	HNRNPA1P71	15
ENSG00000271424	-1	39839483	39839960	pseudogene		14
ENSG00000204681	-1	29523406	29601753	protein_coding	GABBR1	6
ENSG00000221645	-1	39853282	39853350	miRNA		14
ENSG00000168872	1	70380732	70407286	protein_coding	DDX19A	16
ENSG00000259100	-1	39854608	39856306	pseudogene		14
ENSG00000113389	1	32689176	32791819	protein_coding	NPR3	5
ENSG00000113643	1	167913450	167946304	protein_coding	RARS	5
ENSG00000258526	1	39944044	39982984	lincRNA		14
ENSG00000215296	-1	33527753	33539822	pseudogene	TMCO5B	15
ENSG00000197641	1	61254223	61271873	protein_coding	SERPINB13	18
ENSG00000130714	1	134378289	134399193	protein_coding	POMT1	9
ENSG00000258418	1	40855456	40855998	lincRNA		14
ENSG00000019991	-1	81328322	81399754	protein_coding	HGF	7
ENSG00000124486	1	40944888	41095832	protein_coding	USP9X	X
ENSG00000107581	-1	120794356	120840316	protein_coding	EIF3A	10
ENSG00000258480	1	40856762	40858344	lincRNA		14
ENSG00000169302	1	146614526	146767415	protein_coding	STK32A	5
ENSG00000259446	-1	33595858	33602860	antisense		15
ENSG00000257830	-1	52668431	52672940	antisense		12
ENSG00000110719	1	67806483	67818362	protein_coding	TCIRG1	11
ENSG00000128482	1	19314438	19320589	protein_coding	RNF112	17
ENSG00000257829	-1	52700400	52702155	antisense		12
ENSG00000258253	1	52774244	52796191	antisense		12
ENSG00000200008	1	34014693	34014797	misc_RNA		15
ENSG00000259408	-1	34147101	34149010	antisense		15
ENSG00000175727	1	122516628	122631894	protein_coding	MLXIP	12
ENSG00000105376	1	10400657	10407454	protein_coding	ICAM5	19
ENSG00000259287	-1	34150918	34157026	antisense		15
ENSG00000099949	1	21333751	21353327	protein_coding	LZTR1	22
ENSG00000089006	-1	17922241	17949623	protein_coding	SNX5	20
ENSG00000196660	-1	219858769	220131989	protein_coding	SLC30A10	1
ENSG00000259505	1	34282887	34284249	pseudogene		15
ENSG00000196228	1	108863651	108881807	protein_coding	SULT1C3	2
ENSG00000243094	-1	34378112	34378515	pseudogene		15
ENSG00000228484	1	116524547	116539662	lincRNA		10
ENSG00000138495	-1	119373360	119396301	protein_coding	COX17	3
ENSG00000259468	1	34547487	34550033	antisense		15
ENSG00000215760	1	116569134	116570929	pseudogene	TAF9BP2	10
ENSG00000207091	1	34606929	34607029	misc_RNA		15
ENSG00000264426	-1	57023492	57023571	miRNA	MIR4283-2	7
ENSG00000264426	-1	57023492	57023571	miRNA	MIR4283-1	7
ENSG00000259904	-1	34665742	34666804	pseudogene		15
ENSG00000226428	1	116660481	116661125	pseudogene		10
ENSG00000263803	1	57032955	57033214	misc_RNA	RN7SL816P	7
ENSG00000266205	-1	34665990	34666072	miRNA		15
ENSG00000252611	-1	116729219	116729327	snRNA	RNU6-1121P	10
ENSG00000221649	-1	34674270	34674351	miRNA	MIR1233-1	15
ENSG00000100297	1	35796056	35821423	protein_coding	MCM5	22
ENSG00000189166	1	57059595	57076856	pseudogene	TNRC18P3	7
ENSG00000236799	1	116754416	116756352	lincRNA		10
